task_id,set_id,pair_id,is_anchor,pair_type,is_cross_stratum,intersection_a,intersection_b,alt1_att1_streetview,alt1_att2_intensiteit,alt2_att1_streetview,alt2_att2_intensiteit,intensity_wvk_a,intensity_wvk_b,stratum_a,stratum_b
275,8,-7341518544183778578,False,hub_spoke,False,178273039,185277012,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb0b3fffff/89196bb0b37ffff/8a196bb0b36ffff/123_02127_front.jpg,Laag,400.0,550.0,T_geen_voorrang,T_geen_voorrang
276,8,112526646219078442,False,within,False,185272110,190264080,88196bb529fffff/89196bb528bffff/8a196bb528affff/18_00375_front.jpg,Hoog,88196bb5e1fffff/89196bb5eabffff/8a196bb5ea97fff/396_04300_front.jpg,Hoog,12550.0,8200.0,4+_VRI,4+_VRI
277,8,-6195100666187080972,True,backbone,True,178273039,183272020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,400.0,9100.0,T_geen_voorrang,4+_VRI
278,8,7220505896774823000,True,backbone,True,176275195,600483010,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,6450.0,350.0,T_VRI,4+_geen_voorrang
279,8,-2179196715609869994,False,hub_spoke,False,179275043,181277036,88196ba243fffff/89196ba242fffff/8a196ba242c7fff/77_00239_front.jpg,Middelmatig,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,3150.0,5200.0,4+_voorrang,4+_voorrang
280,8,-5982464523462875125,True,backbone,True,183277002,600483010,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1100.0,350.0,4+_voorrang,4+_geen_voorrang
281,8,-6705136954876638487,False,hub_spoke,False,181273107,600488624,88196ba257fffff/89196ba2563ffff/8a196ba25627fff/42_06050_front.jpg,Laag,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,400.0,9100.0,T_voorrang,T_voorrang
282,8,3986832659416779073,True,backbone,True,176275195,183272020,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6450.0,9100.0,T_VRI,4+_VRI
283,8,2887074443100133124,False,hub_spoke,False,183263020,184276030,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196bb565fffff/89196bb564bffff/8a196bb564b7fff/129_00855_front.jpg,Laag,1200.0,450.0,T_geen_voorrang,T_geen_voorrang
284,8,-5234961688605008854,True,backbone,False,178273039,183263020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,400.0,1200.0,T_geen_voorrang,T_geen_voorrang
285,8,7514318946733637007,False,hub_spoke,False,184273072,600376103,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,88196bb561fffff/89196bb56abffff/8a196bb5614ffff/67_00459_front.jpg,Laag,2725.0,200.0,T_voorrang,T_voorrang
286,8,4237381899434787254,False,within,False,181263098,182272213,88196ba281fffff/89196ba2803ffff/8a196ba2802ffff/382_00472_front.jpg,Hoog,88196bb525fffff/89196ba2527ffff/8a196bb525a7fff/553_00344_front.jpg,Hoog,21950.0,8200.0,4+_VRI,4+_VRI
287,8,5576881699999255756,True,backbone,True,183272020,600483010,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,9100.0,350.0,4+_VRI,4+_geen_voorrang
288,8,-6114166642741103049,False,hub_spoke,False,183277002,187275077,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb56bfffff/89196bb5617ffff/8a196bb5616ffff/67_00279_front.jpg,Laag,1100.0,350.0,4+_voorrang,4+_voorrang
289,9,-6195100666187080972,True,backbone,True,178273039,183272020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,400.0,9100.0,T_geen_voorrang,4+_VRI
290,9,112526646219078442,False,within,False,185272110,190264080,88196bb529fffff/89196bb528bffff/8a196bb528affff/18_00375_front.jpg,Hoog,88196bb5e1fffff/89196bb5eabffff/8a196bb5ea97fff/396_04300_front.jpg,Hoog,12550.0,8200.0,4+_VRI,4+_VRI
291,9,-2951401422022635260,False,hub_spoke,False,176275195,192265118,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb5c5fffff/89196bb5c4fffff/8a196bb5c4d7fff/396_04121_front.jpg,Hoog,6450.0,9400.0,T_VRI,T_VRI
292,9,5066799986496579515,False,hub_spoke,False,184273056,184273072,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/26_00578_front.jpg,Middelmatig,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,2725.0,2725.0,T_voorrang,T_voorrang
293,9,120586967349262392,False,hub_spoke,False,179265077,183277002,88196ba2e3fffff/89196ba2eafffff/8a196ba2e32ffff/362_01023_front.jpg,Hoog,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,7650.0,1100.0,4+_voorrang,4+_voorrang
294,9,-4505549164036898467,False,hub_spoke,False,183272020,185274084,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb567fffff/89196bb5667ffff/8a196bb56647fff/5_01671_front.jpg,Hoog,9100.0,9950.0,4+_VRI,4+_VRI
295,9,2295369211723927435,False,hub_spoke,False,181265038,188274022,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb50dfffff/89196bb50d3ffff/8a196bb50d17fff/32_07591_front.jpg,Middelmatig,6800.0,5750.0,4+_VRI,4+_VRI
296,9,167480279973156482,False,hub_spoke,False,183263020,184263029,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196ba2d7fffff/89196ba2d73ffff/8a196ba2d727fff/391_01842_right.jpg,Middelmatig,1200.0,1850.0,T_geen_voorrang,T_geen_voorrang
297,9,-5642074884792191486,False,hub_spoke,False,183272020,184275160,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56417fff/1_01640_front.jpg,Middelmatig,9100.0,4900.0,4+_VRI,4+_VRI
298,9,1110329429840005601,False,within,False,186273081,600097669,88196bb529fffff/89196bb5293ffff/8a196bb5290ffff/18_00279_front.jpg,Hoog,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,12150.0,8850.0,4+_VRI,4+_VRI
299,9,-6766532233451749678,False,within,False,182272213,186279088,88196bb525fffff/89196ba2527ffff/8a196bb525a7fff/553_00344_front.jpg,Hoog,88196bb0bbfffff/89196bb0bb7ffff/8a196bb0bb67fff/13_01277_front.jpg,Hoog,8200.0,6100.0,4+_VRI,4+_VRI
300,9,942222626174841636,False,hub_spoke,False,183270022,184273072,88196bb527fffff/89196bb527bffff/8a196bb527affff/55_00551_front.jpg,Middelmatig,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,2350.0,2725.0,T_voorrang,T_voorrang
301,9,-6951125320225193001,False,hub_spoke,False,178273039,191274027,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb509fffff/89196bb5093ffff/8a196bb5092ffff/120_02304_front.jpg,Middelmatig,400.0,2725.0,T_geen_voorrang,T_geen_voorrang
302,9,1542303239484641203,False,hub_spoke,False,181265038,187274156,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb563fffff/89196bb5633ffff/8a196bb5632ffff/32_07735_front.jpg,Hoog,6800.0,10050.0,4+_VRI,4+_VRI
303,9,3986832659416779073,True,backbone,True,176275195,183272020,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6450.0,9100.0,T_VRI,4+_VRI
304,9,-7228143268996099216,False,within,False,182274179,187270060,88196ba253fffff/89196ba2533ffff/8a196ba25337fff/2_01537_front.jpg,Middelmatig,88196bb53dfffff/89196bb53d3ffff/8a196bb53d2ffff/550_02203_front.jpg,Middelmatig,4300.0,5250.0,4+_VRI,4+_VRI
305,9,7842791476925436170,False,hub_spoke,False,182270019,191272102,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb50bfffff/89196bb50b7ffff/8a196bb50b0ffff/32_10099_front.jpg,Laag,1300.0,300.0,4+_geen_voorrang,4+_geen_voorrang
306,9,5728607477099905867,False,hub_spoke,False,180274036,600488624,88196ba255fffff/89196ba2547ffff/8a196ba2544ffff/3_04565_front.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,12750.0,9100.0,T_voorrang,T_voorrang
307,9,-4259706979996359571,False,hub_spoke,False,183263020,192264027,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196bb58dfffff/89196bb58dbffff/8a196bb58d87fff/428_01049_left.jpg,Laag,1200.0,650.0,T_geen_voorrang,T_geen_voorrang
308,9,-5982464523462875125,True,backbone,True,183277002,600483010,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1100.0,350.0,4+_voorrang,4+_geen_voorrang
309,9,-8883666412186885040,False,within,False,177273181,184275068,88196ba201fffff/89196ba2003ffff/8a196ba2002ffff/83_01707_front.jpg,Middelmatig,88196ba25bfffff/89196ba25b3ffff/8a196ba25b2ffff/1_01954_front.jpg,Hoog,5700.0,6000.0,4+_VRI,4+_VRI
310,9,-7393720225556219315,False,hub_spoke,False,189276003,600483010,88196bb547fffff/89196bb5473ffff/8a196bb54717fff/48_01329_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,400.0,350.0,4+_geen_voorrang,4+_geen_voorrang
311,9,-4235050080005344073,False,hub_spoke,False,181264055,183277002,88196ba289fffff/89196ba288bffff/8a196ba2889ffff/364_07837_front.jpg,Middelmatig,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,1700.0,1100.0,4+_voorrang,4+_voorrang
312,9,3534026343208441231,False,hub_spoke,False,176268028,183277002,88196ba233fffff/89196ba2337ffff/8a196ba2335ffff/364_03513_front.jpg,Laag,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,250.0,1100.0,4+_voorrang,4+_voorrang
313,9,6798175148834520986,True,backbone,True,176275195,183277002,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,6450.0,1100.0,T_VRI,4+_voorrang
314,9,-58048331060817398,False,hub_spoke,False,178273039,191275054,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb543fffff/89196bb5423ffff/8a196bb5420ffff/37_02545_front.jpg,Laag,400.0,650.0,T_geen_voorrang,T_geen_voorrang
315,9,-2860132108324492348,False,hub_spoke,False,181277036,195266020,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb5c9fffff/89196bb5c13ffff/8a196bb5c127fff/439_00164_front.jpg,Hoog,5200.0,9750.0,4+_voorrang,4+_voorrang
316,9,4380108980952000935,False,hub_spoke,False,186264019,600483010,88196ba2d9fffff/89196ba2d87ffff/8a196ba2d85ffff/396_04924_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,850.0,350.0,4+_geen_voorrang,4+_geen_voorrang
317,9,621626600058364131,False,hub_spoke,False,181277036,184268129,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196ba2c9fffff/89196bb534bffff/8a196ba2c94ffff/555_00860_front.jpg,Hoog,5200.0,8650.0,4+_voorrang,4+_voorrang
318,9,5576881699999255756,True,backbone,True,183272020,600483010,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,9100.0,350.0,4+_VRI,4+_geen_voorrang
319,9,7220505896774823000,True,backbone,True,176275195,600483010,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,6450.0,350.0,T_VRI,4+_geen_voorrang
320,9,-5234961688605008854,True,backbone,False,178273039,183263020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,400.0,1200.0,T_geen_voorrang,T_geen_voorrang
321,9,-3259053250497001678,False,hub_spoke,False,181277036,181277050,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196ba24bfffff/89196bb0b6bffff/8a196bb0b697fff/13_00216_front.jpg,Middelmatig,5200.0,5400.0,4+_voorrang,4+_voorrang
322,9,-2341754789406877228,False,backbone,False,182270019,600483010,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1300.0,350.0,4+_geen_voorrang,4+_geen_voorrang
323,9,1390208275213573617,False,within,False,184275160,186274160,88196bb565fffff/89196bb5643ffff/8a196bb56417fff/1_01640_front.jpg,Middelmatig,88196bb563fffff/89196bb563bffff/8a196bb56387fff/29_02560_front.jpg,Hoog,4900.0,7950.0,4+_VRI,4+_VRI
324,9,-3919593817368297279,False,hub_spoke,False,184272159,600488624,88196bb521fffff/89196bb5213ffff/8a196bb52137fff/552_02145_front.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,6250.0,9100.0,T_voorrang,T_voorrang
325,10,-5612670659563608411,False,backbone,True,178273039,600483010,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,400.0,350.0,T_geen_voorrang,4+_geen_voorrang
326,10,-5926299512848756796,False,hub_spoke,False,181277036,188266127,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb533fffff/89196bb5327ffff/8a196bb5326ffff/414_00469_front.jpg,Middelmatig,5200.0,4200.0,4+_voorrang,4+_voorrang
327,10,-2361506749597337602,False,within,False,186275043,600097669,88196bb561fffff/89196bb560bffff/8a196bb5608ffff/32_01876_front.jpg,Hoog,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,7050.0,8850.0,4+_VRI,4+_VRI
328,10,4332395553244612447,False,hub_spoke,False,183272020,186273081,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb529fffff/89196bb5293ffff/8a196bb5290ffff/18_00279_front.jpg,Hoog,9100.0,12150.0,4+_VRI,4+_VRI
329,10,6798175148834520986,True,backbone,True,176275195,183277002,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,6450.0,1100.0,T_VRI,4+_voorrang
330,10,-7469417897760590522,False,hub_spoke,False,178273039,180270033,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196ba211fffff/89196ba2103ffff/8a196ba21027fff/22_04725_front.jpg,Laag,400.0,350.0,T_geen_voorrang,T_geen_voorrang
331,10,-3748085998032583295,False,hub_spoke,False,181277036,188274050,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb56bfffff/89196bb50dbffff/8a196bb50db7fff/32_07543_front.jpg,Laag,5200.0,850.0,4+_voorrang,4+_voorrang
332,10,-2617529270474154831,False,hub_spoke,False,178272159,183277002,88196ba20bfffff/89196ba20afffff/8a196ba20acffff/86_00379_front.jpg,Hoog,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,5850.0,1100.0,4+_voorrang,4+_voorrang
333,10,3481579677601659008,False,hub_spoke,False,183277002,186263044,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196ba2dbfffff/89196ba2da3ffff/8a196ba2da1ffff/396_03089_front.jpg,Hoog,1100.0,9950.0,4+_voorrang,4+_voorrang
334,10,5769184858789634469,False,hub_spoke,False,176269017,600483010,88196ba23bfffff/89196ba23afffff/8a196ba23af7fff/364_04990_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,300.0,350.0,4+_geen_voorrang,4+_geen_voorrang
335,10,4585061770446728613,False,hub_spoke,False,178273039,187277071,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb569fffff/89196bb568bffff/8a196bb56887fff/12_06536_front.jpg,Middelmatig,400.0,3450.0,T_geen_voorrang,T_geen_voorrang
336,10,8161753262570782335,False,hub_spoke,False,181262018,600488624,88196ba281fffff/89196ba2807ffff/8a196ba2805ffff/376_00095_front.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,15700.0,9100.0,T_voorrang,T_voorrang
337,10,3986832659416779073,True,backbone,True,176275195,183272020,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6450.0,9100.0,T_VRI,4+_VRI
338,10,-4188690510657243908,False,hub_spoke,False,181265038,189267114,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb53bfffff/89196bb53a7ffff/8a196bb53a6ffff/554_00091_front.jpg,Middelmatig,6800.0,1050.0,4+_VRI,4+_VRI
339,10,-4505549164036898467,False,hub_spoke,False,183272020,185274084,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb567fffff/89196bb5667ffff/8a196bb56647fff/5_01671_front.jpg,Hoog,9100.0,9950.0,4+_VRI,4+_VRI
340,10,-2583453661590433218,False,hub_spoke,False,182262017,183263020,88196ba28bfffff/89196ba28a3ffff/8a196ba28a0ffff/377_00152_front.jpg,Middelmatig,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,3600.0,1200.0,T_geen_voorrang,T_geen_voorrang
341,10,-6195100666187080972,True,backbone,True,178273039,183272020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,400.0,9100.0,T_geen_voorrang,4+_VRI
342,10,-4413488201578732466,False,hub_spoke,False,183263020,183264037,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196ba2d5fffff/89196ba2d4bffff/8a196ba2d497fff/379_00184_front.jpg,Laag,1200.0,350.0,T_geen_voorrang,T_geen_voorrang
343,10,942222626174841636,False,hub_spoke,False,183270022,184273072,88196bb527fffff/89196bb527bffff/8a196bb527affff/55_00551_front.jpg,Middelmatig,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,2350.0,2725.0,T_voorrang,T_voorrang
344,10,2559444731104004092,False,hub_spoke,False,184273072,600424823,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,88196ba20bfffff/89196ba256bffff/8a196ba20b4ffff/26_00120_front.jpg,Hoog,2725.0,9800.0,T_voorrang,T_voorrang
345,10,7220505896774823000,True,backbone,True,176275195,600483010,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,6450.0,350.0,T_VRI,4+_geen_voorrang
346,10,-5982464523462875125,True,backbone,True,183277002,600483010,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1100.0,350.0,4+_voorrang,4+_geen_voorrang
347,10,-5234961688605008854,True,backbone,False,178273039,183263020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,400.0,1200.0,T_geen_voorrang,T_geen_voorrang
348,10,-1580160739223864817,False,within,False,182272213,190273120,88196bb525fffff/89196ba2527ffff/8a196bb525a7fff/553_00344_front.jpg,Hoog,88196bb509fffff/89196bb508fffff/8a196bb50857fff/523_03029_front.jpg,Hoog,8200.0,21550.0,4+_VRI,4+_VRI
349,10,202786450907691587,False,within,False,177273181,186273103,88196ba201fffff/89196ba2003ffff/8a196ba2002ffff/83_01707_front.jpg,Middelmatig,88196bb563fffff/89196bb562fffff/8a196bb562c7fff/130_03323_front.jpg,Hoog,5700.0,7700.0,4+_VRI,4+_VRI
350,10,-9182673860311033934,False,hub_spoke,False,181264010,182270019,88196ba289fffff/89196ba288fffff/8a196ba288d7fff/367_00359_front.jpg,Hoog,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,6200.0,1300.0,4+_geen_voorrang,4+_geen_voorrang
351,10,-7214380194981247469,False,within,False,186274160,189267114,88196bb563fffff/89196bb563bffff/8a196bb56387fff/29_02560_front.jpg,Hoog,88196bb53bfffff/89196bb53a7ffff/8a196bb53a6ffff/554_00091_front.jpg,Middelmatig,7950.0,1050.0,4+_VRI,4+_VRI
352,10,-2341754789406877228,False,backbone,False,182270019,600483010,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1300.0,350.0,4+_geen_voorrang,4+_geen_voorrang
353,10,4237381899434787254,False,within,False,181263098,182272213,88196ba281fffff/89196ba2803ffff/8a196ba2802ffff/382_00472_front.jpg,Hoog,88196bb525fffff/89196ba2527ffff/8a196bb525a7fff/553_00344_front.jpg,Hoog,21950.0,8200.0,4+_VRI,4+_VRI
354,10,8180483363839652037,False,within,False,179274126,187274156,88196ba255fffff/89196ba254fffff/8a196ba254d7fff/77_02319_front.jpg,Hoog,88196bb563fffff/89196bb5633ffff/8a196bb5632ffff/32_07735_front.jpg,Hoog,10750.0,10050.0,4+_VRI,4+_VRI
355,10,-3972361391621475974,False,hub_spoke,False,183272020,190273120,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb509fffff/89196bb508fffff/8a196bb50857fff/523_03029_front.jpg,Hoog,9100.0,21550.0,4+_VRI,4+_VRI
356,10,-4267615866904865652,False,hub_spoke,False,181265038,186275043,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb561fffff/89196bb560bffff/8a196bb5608ffff/32_01876_front.jpg,Hoog,6800.0,7050.0,4+_VRI,4+_VRI
357,10,4345073067141896468,False,within,False,186274160,188278029,88196bb563fffff/89196bb563bffff/8a196bb56387fff/29_02560_front.jpg,Hoog,88196bb093fffff/89196bb092bffff/8a196bb09287fff/12_03905_front.jpg,Hoog,7950.0,8500.0,4+_VRI,4+_VRI
358,10,5576881699999255756,True,backbone,True,183272020,600483010,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,9100.0,350.0,4+_VRI,4+_geen_voorrang
359,10,744572257859438121,False,hub_spoke,False,183277002,184275095,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb565fffff/89196bb564fffff/8a196bb564e7fff/3_02537_front.jpg,Laag,1100.0,100.0,4+_voorrang,4+_voorrang
360,10,5056011134409960887,False,hub_spoke,False,182270019,185273014,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb529fffff/89196bb5667ffff/8a196bb5664ffff/50_00016_front.jpg,Middelmatig,1300.0,4900.0,4+_geen_voorrang,4+_geen_voorrang
361,11,-1187469190475092987,False,hub_spoke,False,183277002,192266023,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb5c5fffff/89196bb5c5bffff/8a196bb5c587fff/431_03603_front.jpg,Middelmatig,1100.0,4200.0,4+_voorrang,4+_voorrang
362,11,-5706805357832001508,False,hub_spoke,False,181265038,183265014,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196ba2c3fffff/89196ba2c2fffff/8a196ba2c2c7fff/369_00758_front.jpg,Hoog,6800.0,10300.0,4+_VRI,4+_VRI
363,11,4131668731601303726,False,hub_spoke,False,183263020,192268024,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196bb513fffff/89196bb513bffff/8a196bb513affff/435_00768_front.jpg,Laag,1200.0,150.0,T_geen_voorrang,T_geen_voorrang
364,11,8050258725115452210,False,hub_spoke,False,190273110,600488624,88196bb509fffff/89196bb508fffff/8a196bb508c7fff/8_01260_left.jpg,Middelmatig,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,2725.0,9100.0,T_voorrang,T_voorrang
365,11,1935339960263903279,False,backbone,False,184273072,600488624,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,2725.0,9100.0,T_voorrang,T_voorrang
